mission	snapshot	source_commit	source_path	source_blob	destination	content_status
11	master	09356a2	scripts/papers/ads_papers/10082.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/ads_papers/10082.csv	exact
11	master	09356a2	scripts/papers/ads_papers/10084.csv	1a7d1c2bf1fd7a065ea375049fe676f153897bfe	mission-data/11/scripts/papers/ads_papers/10084.csv	exact
11	master	09356a2	scripts/papers/ads_papers/10085.csv	723eebc664adc7f2977c71d812aee121f94ae091	mission-data/11/scripts/papers/ads_papers/10085.csv	exact
11	master	09356a2	scripts/papers/ads_papers/10086.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/ads_papers/10086.csv	exact
11	master	09356a2	scripts/papers/ads_papers/10087.csv	8026ba1fb5b74cf38f21efaf53343dde98fdba78	mission-data/11/scripts/papers/ads_papers/10087.csv	exact
11	master	09356a2	scripts/papers/ads_papers/10089.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/ads_papers/10089.csv	exact
11	master	09356a2	scripts/papers/ads_papers/10090.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/ads_papers/10090.csv	exact
11	master	09356a2	scripts/papers/ads_papers/10091.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/ads_papers/10091.csv	exact
11	master	09356a2	scripts/papers/ads_papers/10092.csv	363e1e81d6242ffa1ae167cc0e1c459d1464a895	mission-data/11/scripts/papers/ads_papers/10092.csv	exact
11	master	09356a2	scripts/papers/ads_papers/10093.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/ads_papers/10093.csv	exact
11	master	09356a2	scripts/papers/ads_papers/10094.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/ads_papers/10094.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10001.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/curation_papers/10001.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10002.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/curation_papers/10002.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10003.csv	2b1423fb6e99d34ed5bd25bc56a237d6f0eccd8b	mission-data/11/scripts/papers/curation_papers/10003.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10004.csv	439d3ad69bd85875cf0abb5572c6aa7a5677bb5e	mission-data/11/scripts/papers/curation_papers/10004.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10005.csv	439d3ad69bd85875cf0abb5572c6aa7a5677bb5e	mission-data/11/scripts/papers/curation_papers/10005.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10008.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/curation_papers/10008.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10009.csv	79e6491b0816a52d72cd0fed4ac17bfb9be090c8	mission-data/11/scripts/papers/curation_papers/10009.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10010.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/curation_papers/10010.csv	exact
