|1980|Chemistry of Apollo 11 low-K mare basalts|Rhodes, J. M. and Blanchard, D. P.|Proceedings of the 11th Lunar and Planetary Science Conference|nan||49-66 ||nan
|1979|Classification of the Apollo-11 basalts according to Ar39-Ar40 ages and petrological properties|Guggisberg, S., Eberhardt, P., Geiss, J., Grogler, N., Stettler, A., Brown, G. M., and Peckett, A.|Proceedings of the 10th Lunar and Planetary Science Conference|nan||1-39 ||nan
|1974|Plagioclase saturation in lunar high-Titanium basalt|O'Hara, M. J., Biggar, G. M., Hill, P. G., Jefferies, B., and Humphries, D. J.|Earth and Planetary Science Letters|21||253-268 ||nan
|1970|Rubidium-strontium chronology and chemistry of lunar material|Compston, W., Arriens, P. A., Vernon, M. J., and Chappell, B. W.|Science|167 (3918)||474-476||http://dx.doi.org/10.1126/science.167.3918.474
|1970|The chemistry and age of Apollo 11 lunar material|Compston, W., Chappell, B. W., Arriens, P. A., and Vernon, M. J.|Proceedings of the Apollo 11 Lunar Science Conference|nan||1007-1027 ||nan
|1970|Correlation between rock type and irradiation history of Apollo 11 igneous rocks|Eberhardt, P., Geiss, J., Graf, H., Grogler, N., Krahenbuhl, U., Schwaller, H., Schwarzmuller, J., and Stettler, A.|Earth and Planetary Science Letters|10 (1)||67-72||http://dx.doi.org/10.1016/0012-821X(70)90065-8
|1970|Chemical composition and petrogenesis of basalts from Tranquillity Base|Gast, P. W., Hubbard, N. J., and Wiesmann, H.|Proceedings of the Apollo 11 Lunar Science Conference|nan||1143-1163 ||nan
|1970|Apollo 11 lunar samples: K, Rb, Sr, Ba and rare-earth concentrations in some rocks and separated phases|Philpotts, J. A. and Schnetzler, C. C.|Proceedings of the Apollo 11 Lunar Science Conference|nan||1471-1486 ||nan
|1970|Potassium, rubidium, strontium, barium, and rare-Earth concentrations in lunar rocks and separated phases|Philpotts, J. A. and Schnetzler, C. C.|Science|167 (3918)||493-495||http://dx.doi.org/10.1126/science.167.3918.493
|1970|Semimicro Chemical and X-ray Fluorescence Analysis of Lunar Samples|Rose, H. J., Jr., Cuttitta, F., Dwornik, E. J., Carron, M. K., Christian, R. P., Lindsay, J. R., Ligon, D. T., and Larson, R. R.|Science|167 (3918)||520-521||http://dx.doi.org/10.1126/science.167.3918.520
