|1980|Petrogenesis of Apollo 11 basalts: New chemical data of 30 basaltic fragments from cores 10004 and 10005 (abs)|Ma, M.-S. and Schmitt, R. A.|Proceedings of the 11th Lunar and Planetary Science Conference|nan||649-651 ||nan
|1980|The petrology and chemistry of basaltic fragments from the Apollo 11 soil: Drive tubes 10004 and 10005|Ma, M.-S., Schmitt, R. A., Beaty, D. W., and Albee, A. L.|Proceedings of the 11th Lunar and Planetary Science Conference|nan||37-47 ||nan
