|2006|Disturbance of U-Pb isotopic systematics in lunar samples: Mare basalt 10017 and norite 78235 (abs#1506)|Edmunson, J., Gaffney, A. M., and Borg, L. E.|Proceedings of the 37th Lunar and Planetary Science Conference, |nan||nan||nan
|2005|238U-206Pb age and uranium-lead isotope systematics of mare basalt 10017 (abs#1478)|Gaffney, A. M., Borg, L. E., and Asmerom, Y.|Proceedings of the 36th Lunar and Planetary Science Conference, |nan||nan||nan
|2002|Coupled Ce-Nd isotopic systematics and rare earth elements differentiation of the moon|Tanimizu, M. and Tanaka, T.|Geochimica et Cosmochimica Acta|66||4007-4014 ||nan
|1977|Paleointensity estimates from lunar samples 10017 and 10020|Stephenson, A., Runcorn, S. K., and Collinson, D. W.|Proceedings of the 8th Lunar Science Conference|nan||679-687 ||nan
|1974|Noble gas investigations of lunar rocks 10017 and 10071|Eberhardt, P., Geiss, J., Graf, H., Grogler, N., Krahenbuhl, U., Schwaller, H., and Stettler, A.|Geochimica et Cosmochimica Acta|38||97-120 ||nan
|1971|Noble gas abundances in lunar material-cosmic ray spallation products and radiation ages from the Sea of Tranquility and the Ocean of Storms|Bogard, D. D., Funkhouser, J. G., Schaeffer, O. A., and Zahringer, J.|Journal of Geophysical Research|76 (11)||2757-2779||http://dx.doi.org/10.1029/JB076i011p02757
|1970|Rubidium-strontium chronology and chemistry of lunar material|Compston, W., Arriens, P. A., Vernon, M. J., and Chappell, B. W.|Science|167 (3918)||474-476||http://dx.doi.org/10.1126/science.167.3918.474
|1970|The chemistry and age of Apollo 11 lunar material|Compston, W., Chappell, B. W., Arriens, P. A., and Vernon, M. J.|Proceedings of the Apollo 11 Lunar Science Conference|nan||1007-1027 ||nan
|1970|Correlation between rock type and irradiation history of Apollo 11 igneous rocks|Eberhardt, P., Geiss, J., Graf, H., Grogler, N., Krahenbuhl, U., Schwaller, H., Schwarzmuller, J., and Stettler, A.|Earth and Planetary Science Letters|10 (1)||67-72||http://dx.doi.org/10.1016/0012-821X(70)90065-8
|1970|The isotopic composition of Gd and the neutron capture effects in samples from Apollo 11|Eugster, O., Tera, F., Burnett, D. S., and Wasserburg, G. J.|Earth and Planetary Science Letters|8 (1)||20-30||http://dx.doi.org/10.1016/0012-821X(70)90094-4
|1970|Chemical composition and petrogenesis of basalts from Tranquillity Base|Gast, P. W., Hubbard, N. J., and Wiesmann, H.|Proceedings of the Apollo 11 Lunar Science Conference|nan||1143-1163 ||nan
|1970|Chemical composition of Apollo 11 lunar samples 10017, 10020, 10072, and 10084|Maxwell, J. A., Peck, L. C., and Wiik, H. B.|Proceedings of the Apollo 11 Lunar Science Conference|nan||1369-1374 ||nan
|1970|Apollo 11 lunar samples: K, Rb, Sr, Ba and rare-earth concentrations in some rocks and separated phases|Philpotts, J. A. and Schnetzler, C. C.|Proceedings of the Apollo 11 Lunar Science Conference|nan||1471-1486 ||nan
|1970|Potassium, rubidium, strontium, barium, and rare-Earth concentrations in lunar rocks and separated phases|Philpotts, J. A. and Schnetzler, C. C.|Science|167 (3918)||493-495||http://dx.doi.org/10.1126/science.167.3918.493
|1970|Pattern of bombardment-produced radionuclides in rock 10017 and in lunar soil|Shedlovsky, J. P., Honda, M., Reedy, R. C., Evans, J. C., Jr., Lal, D., Lindstrom, R. M., Delany, A. C., Arnold, J. R., Loosli, H. H., Fruchter, J. S., and Finkel, R. C.|Science|167 (3918)||574-576||http://dx.doi.org/10.1126/science.167.3918.574
|1970|Chemical analyses of lunar samples 10017, 10072, and 10084|Wiik, H. B. and Ojanpera, P.|Science|167 (3918)||531-532||http://dx.doi.org/10.1126/science.167.3918.531
