1999LPI....30.1787S|1999|Rb-Sr, Sm-Nd and 39Ar-40Ar Isotopic Studies of an Apollo 11 Group D Basalt|Shih, C. -Y., Nyquist, L. E., Bogard, D. D., Reese, Y., Wiesmann, H., Garrison, D.|Lunar and Planetary Science Conference|||1787|Rb-Sr, Sm-Nd and 39Ar-40Ar age data for Apollo 11 Group D basalt 10002,1003 will be presented. Its source isotopic composition will be discussed.|
1996M&PS...31..328S|1996|Earliest high-Ti volcanism on the Moon: <SUP>40</SUP>Ar-<SUP>39</SUP>Ar, Sm-Nd, and Rb-Sr isotopic studies of Group D basalts from the Apollo 11 landing site|Snyder, Gregory A., Hall, Chris M., Halliday, Alex N., Lee, Der-Chuen, Taylor, Lawrence A.|Meteoritics and Planetary Science|31|3|328|High-Ti basalts from the Apollo collections span a range in age from 3.87 Ga to 3.55 Ga. The oldest of these are the common Apollo 11 Group B2 basalts which yield evidence of some of the earliest melting of the lunar mantle beneath Mare Tranquillitatis. Rare Group D high-Ti basalts from Mare Tranquillitatis have been studied in an attempt to confirm a postulated link with Group B2 basalts (Jerde et al., 1994). The initial Sr isotopic ratio of a known Group D basalt (0.69916 ± 3 at 3.85 Ga) lies at the lower end of the tight range for Group B2 basalts (<SUP>87</SUP>Sr/<SUP>86</SUP>Sr = 0.69920 to 0.69921). One known Group D basalt and a second postulated Group D basalt yield indistinguishable initial ∍<SUB>Nd</SUB> (1.2 ± 0.6 and 1.2 ± 0.3) and again lie at the lower end of the range for the Group B2 basalts from Apollo 11 (+2.0 ± 0.4 to +3.9 ± 0.6, at 3.85 Ga). A third sample has isotopic (<SUP>87</SUP>Sr/<SUP>86</SUP>Sr = 0.69932 ± 2; ∍<SUB>Nd</SUB> = 2.5 ± 0.4; at 3.59 Ga; as per Snyder et al., 1994b) and elemental characteristics similar to the Group A high-Ti basalts returned from the Apollo 11 landing site. <P />Ages of <SUP>40</SUP>Ar-<SUP>39</SUP>Ar have been determined for one known Group D basalt and a second postulated Group D basalt using step-heating with a continuous-wave laser. Suspected Group D basalt, 10002, 1006, yielded disturbed age spectra on two separate runs, which was probably due to <SUP>39</SUP>Ar recoil effects. Using the "reduced plateau age" method of Turner et al. (1978), the ages derived from this sample were 3898 ± 19 and 3894 ± 19 Ma. Three separate runs of known Group D basalt 10002, 116 yielded <SUP>40</SUP>Ar/<SUP>39</SUP>Ar plateau ages of 3798 ± 9 Ma, 3781 ± 8 Ma, and 3805 ± 7 Ma (all errors 2σ). Furthermore, this sample has apparently suffered significant <SUP>40</SUP>Ar loss either due to solar heating or due to meteorite impact. The loss of a significant proportion of <SUP>40</SUP>Ar at such a time means that the plateau ages underestimate the "true" crystallization age of the sample. Modelling of this Ar loss yields older, "true" ages of 3837 ± 18, 3826 ± 16, and 3836 ± 14 Ma. These ages overlap the ages of Group B2 high-Ti basalts (weighted average age = 3850 ± 20 Ma; range in ages = 3.80 to 3.90 Ga). <P />The combined evidence indicates that the Group D and B2 high-Ti basalts could be coeval and may be genetically related, possibly through increasing degrees of melting of a similar source region in the upper mantle of the Moon that formed &gt;4.2 Ga ago. The Group D basalts were melted from the source first and contained 3-5×more trapped KREEP-like liquid than the later (by possibly only a few million years) Group B2 basalts. Furthermore, the relatively LREE- and Rb-enriched nature of these early magmas may lend credence to the idea that the decay of heat-producing elements enriched in the KREEP-like trapped liquid of upper mantle cumulates, such as K, U, and Th, could have initiated widespread lunar volcanism.|http://dx.doi.org/10.1111/j.1945-5100.1996.tb02069.x
