2016LPI....47.2789F|2016|Olivine and Plagioclase Oxygen Isotope Signature of Non-Lunar Material in Apollo Regolith Breccias with Closure Ages ~1.79 to 1.80 Ga|Fagan, A. L., Joy, K. H., Nagashima, K., Huss, G. R., Kring, D. A.|47th Annual Lunar and Planetary Science Conference||1903|2789|We report oxygen isotope data for olivine and plagioclase in asteroidal relic clasts within Apollo regolith breccias 10021,35; 10060,33; and 15287,7.|
1982LPSC...12..281U|1982|Simplified model evaluation of cooling rates for glass-containing lunar compositions.|Uhlmann, D. R., Yinnon, H., Fang, C. -Y.|Lunar and Planetary Science Conference Proceedings|12||281|The simplified model of glass formation and the development of partial crystallinity in cooled bodies has been applied to lunar compositions 10060, 15028, 15086, 15101, 15286, 15301, 15498, 15499, 60255, 65016, 77017, Apollo 15 green glass and LUNA 24 highland basalt. The critical cooling rates for glass formation predicted by the simplified model are found to be in good agreement (to within an order of magnitude) with those predicted by the exact treatment of crystallization statistics. These predicted critical cooling rates are in even better agreement (a factor of 2) with measured values of the rates required to form glasses of the materials.|
1982LPSC...12..339D|1982|Glasses of Impact Origin from Apollo 11, 12, 15, and 16: Evidence for Fractional Vaporization and Mare/highland Mixing|Delano, J. W., Lindsley, D. H., Rudowski, R.|Lunar and Planetary Science Conference Proceedings|1||339|Electron microprobe analyses have been performed on glasses of impact origin in Apollo 11 breccias (10059, 10060, 10061), Apollo 12 soil (12070), and Apollo 15 breccias (15318, 15425, 15426, 15427). These glasses were produced by shock melting of regolith, rather than of rock. Simple concepts for better understanding and interpreting the chemical data from impact glasses have been developed. These concepts are a significant improvement on earlier strategies, which centered principally on cluster analysis. Using ratios of refractory lithophile elements, the compositional effects of fractional vaporization often associated with impact melting to obtain chemical information about the mare and highland components in the regoliths parental to the glasses have been 'seen through'. This method is also applied to the mare-derived impact glasses from Apollo 16 in order to place constraints on the types of volcanic components occurring in Mare Nectaris. Since impact glasses can be used to derive chemical constraints on the indigenous lithologies comprising multi-component regoliths; the frequent occurrence of these glasses, as well as their low masses, should make them critically important for study when small quantities of grab-samples are returned by future unmanned spacecraft from planets, satellites, and asteroids where regoliths are present.|
